,name,path,sign
1750,92_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/92_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_16.jpg,"[[(469.79, 246.64), (468.01, 244.7), (468.01, 242.77), (476.0, 236.0), (483.36, 228.71), (485.46, 227.41), (487.56, 229.03), (499.52, 243.9), (500.33, 246.64), (499.36, 248.91), (487.4, 259.89), (484.65, 262.64), (482.87, 261.35)]]"
1754,96_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/96_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_32.jpg,"[[(398.0, 160.0), (405.0, 160.0), (405.0, 166.0), (398.0, 166.0)]]"
1756,98_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/98_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_46.jpg,"[[(612.62, 148.2), (634.4, 149.88), (636.0, 177.0), (613.96, 176.35)], [(599.0, 174.0), (604.0, 167.0), (609.13, 173.06), (605.25, 181.98)]]"
1763,2014_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_22.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2014_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_22.jpg,"[[(353.39, 220.91), (353.75, 219.15), (357.39, 215.74), (359.27, 215.74), (362.56, 219.5), (361.15, 221.26), (358.09, 226.2)], [(227.36, 221.15), (232.18, 216.68), (237.34, 220.79), (233.47, 224.44), (234.64, 225.61), (233.59, 227.72), (231.0, 227.02), (231.0, 224.44)], [(569.94, 186.17), (597.95, 188.81), (596.33, 221.08), (574.41, 219.86), (574.81, 240.16), (569.94, 240.57)], [(212.5, 227.09), (215.62, 225.13), (219.22, 226.93), (218.41, 232.34), (212.83, 234.14)]]"
1764,2015_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_28.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2015_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_28.jpg,"[[(416.23, 227.03), (424.11, 227.45), (424.94, 237.4), (417.06, 237.61)], [(39.95, 230.1), (57.99, 229.27), (60.69, 255.19), (39.95, 257.27)], [(153.54, 216.08), (164.12, 205.72), (175.52, 214.63), (165.16, 228.53)], [(191.7, 225.42), (197.3, 218.78), (202.27, 224.17), (203.1, 227.28), (200.2, 231.84), (193.15, 232.67)], [(164.84, 230.18), (175.28, 230.06), (176.36, 240.02), (163.4, 239.78)], [(233.12, 225.86), (238.64, 222.14), (240.32, 227.78), (237.08, 231.26)], [(408.0, 217.0), (419.0, 206.0), (428.0, 217.0), (428.0, 220.0), (418.0, 227.0)]]"
1765,2017_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_44.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2017_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_44.jpg,"[[(315.59, 219.59), (315.05, 218.09), (320.92, 212.35), (322.29, 212.49), (328.98, 218.77), (328.84, 220.14), (324.2, 225.46), (320.24, 225.19)], [(132.22, 235.89), (127.97, 227.11), (137.88, 218.61), (148.08, 229.1), (140.72, 240.14), (134.49, 240.14)]]"
1774,2041_d20c63097e1afd91f1d270629b03ca33c12f1b8f6f37bd14a8da7e14eee2bcb222053286798769726193f5b133bc2825f1d64a78938c6c1c1623bc83ca95e6d2_10.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2041_d20c63097e1afd91f1d270629b03ca33c12f1b8f6f37bd14a8da7e14eee2bcb222053286798769726193f5b133bc2825f1d64a78938c6c1c1623bc83ca95e6d2_10.jpg,"[[(417.0, 315.0), (437.12, 315.06), (437.0, 327.0), (416.78, 326.71)]]"
1782,2087_8953eb1693e6e60117002f28fe45a682db31d107c663124cc3a722cb5945b9232ad3dabc8e985399797af5f9f66a8dcb27939a60a6098d659998a671f0b5f179_0.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2087_8953eb1693e6e60117002f28fe45a682db31d107c663124cc3a722cb5945b9232ad3dabc8e985399797af5f9f66a8dcb27939a60a6098d659998a671f0b5f179_0.jpg,"[[(263.0, 153.0), (275.85, 151.68), (275.66, 162.15), (263.02, 162.94)]]"
1783,2089_8953eb1693e6e60117002f28fe45a682db31d107c663124cc3a722cb5945b9232ad3dabc8e985399797af5f9f66a8dcb27939a60a6098d659998a671f0b5f179_16.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2089_8953eb1693e6e60117002f28fe45a682db31d107c663124cc3a722cb5945b9232ad3dabc8e985399797af5f9f66a8dcb27939a60a6098d659998a671f0b5f179_16.jpg,"[[(400.78, 135.19), (419.45, 152.39), (417.49, 175.49), (388.0, 175.0), (382.59, 155.34)]]"
1786,2181_59eca8474b7690af6c9b9876939aded3eb01d2759e66b03bfe1596093ac6d6e82390baaf95b9c64e9f19879e2082b9c08a63f6d17b220d35e0fd22e4c1b68eca_2.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2181_59eca8474b7690af6c9b9876939aded3eb01d2759e66b03bfe1596093ac6d6e82390baaf95b9c64e9f19879e2082b9c08a63f6d17b220d35e0fd22e4c1b68eca_2.jpg,"[[(379.0, 158.0), (388.46, 166.56), (380.0, 176.51), (371.21, 167.88)]]"
1798,2232_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_14.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2232_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_14.jpg,"[[(189.0, 222.0), (157.0, 183.0), (196.0, 135.0), (226.9, 181.16)], [(609.63, 296.96), (639.16, 281.33), (667.53, 296.96), (631.63, 310.86), (609.05, 305.07)]]"
1799,2233_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_26.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2233_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_26.jpg,"[[(472.5, 191.04), (495.12, 192.99), (495.12, 201.93), (472.5, 199.13)]]"
1801,2236_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_56.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2236_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_56.jpg,"[[(535.21, 175.68), (537.56, 198.13), (575.76, 197.12), (575.09, 177.35)]]"
1808,106_WZ_N_d768b4ec2395a17d09b25396a661704cb71cabf7a0a70702d9ce4114ac8dd960e49215677ca1d12f981e44db56e010b550378b43b3f5101728e26b4498604781_2.jpg,../data/Delivery_1_Workzone/Night/Images/106_WZ_N_d768b4ec2395a17d09b25396a661704cb71cabf7a0a70702d9ce4114ac8dd960e49215677ca1d12f981e44db56e010b550378b43b3f5101728e26b4498604781_2.jpg,"[[(482.0, 199.0), (499.0, 220.0), (515.0, 203.0), (501.0, 182.0)]]"
1824,122_WZ_N_f23bb83c28121e3b46f16de09af16ea59436f709b8ec4627bbc7f60959610fa2586979735783d50fa76b54247b3ecc92e56d897a44c35b82b63b1142f87ea682_5.jpg,../data/Delivery_1_Workzone/Night/Images/122_WZ_N_f23bb83c28121e3b46f16de09af16ea59436f709b8ec4627bbc7f60959610fa2586979735783d50fa76b54247b3ecc92e56d897a44c35b82b63b1142f87ea682_5.jpg,"[[(607.0, 296.0), (592.63, 265.48), (583.56, 258.06), (615.0, 235.0), (639.66, 268.78)], [(249.0, 301.0), (213.0, 267.0), (245.91, 230.44), (284.3, 267.11)]]"
1826,124_WZ_N_f3dbdf18bf4bf162fb6b801977e259ea26f1b587d9776821b5d6e1a849395bfbbd1801c41e0f9620c677c77ec588bc0c1cdd19bdb4a667a38a372866719bcd60_6.jpg,../data/Delivery_1_Workzone/Night/Images/124_WZ_N_f3dbdf18bf4bf162fb6b801977e259ea26f1b587d9776821b5d6e1a849395bfbbd1801c41e0f9620c677c77ec588bc0c1cdd19bdb4a667a38a372866719bcd60_6.jpg,"[[(625.08, 203.69), (633.53, 218.97), (641.57, 205.3), (634.33, 187.21)]]"
1828,126_WZ_N_f88802119926c3ea301611adeb10061797a6fbad35ca5a5670bbc6b35092e1c42fe2ea98dab729a0c954b069ea99f7e5db771ffc2597cb35883cb34a3b459932_18.jpg,../data/Delivery_1_Workzone/Night/Images/126_WZ_N_f88802119926c3ea301611adeb10061797a6fbad35ca5a5670bbc6b35092e1c42fe2ea98dab729a0c954b069ea99f7e5db771ffc2597cb35883cb34a3b459932_18.jpg,"[[(224.56, 314.87), (241.05, 333.77), (259.14, 317.28), (239.44, 298.38)]]"
1831,12_WZ_N_d2935f95f5bb15be70875d02555e7fee0a81f5afbfcf6751e577f7ca37f5713b7ee1766182e17929a63c0e2e7b52c6e4473f3f65efba7be4f360ae298971795f_48.jpg,../data/Delivery_1_Workzone/Night/Images/12_WZ_N_d2935f95f5bb15be70875d02555e7fee0a81f5afbfcf6751e577f7ca37f5713b7ee1766182e17929a63c0e2e7b52c6e4473f3f65efba7be4f360ae298971795f_48.jpg,"[[(422.0, 185.0), (456.71, 218.62), (467.0, 213.0), (491.45, 182.72), (453.81, 139.3)]]"
1832,130_WZ_N_721360ba5ee1c3c281d770e8842a7d14dc9cc68a7cc00898bfcfad9830a699b2465a3758d9b30e7e77a34a5452a451fd053720c8895b8ac8ff0f3e551276ef72_38.jpg,../data/Delivery_1_Workzone/Night/Images/130_WZ_N_721360ba5ee1c3c281d770e8842a7d14dc9cc68a7cc00898bfcfad9830a699b2465a3758d9b30e7e77a34a5452a451fd053720c8895b8ac8ff0f3e551276ef72_38.jpg,"[[(136.14, 331.96), (133.33, 358.5), (149.81, 358.5), (149.81, 332.76)]]"
1833,131_WZ_N_d1a8aea1ff58cc94f855c478c16e111cbf1f74846ec68d31f541296128842ce528eb0502950a8e0d296a3428210bcd73ab078acf513988ac0f7d445b093daab2_70.jpg,../data/Delivery_1_Workzone/Night/Images/131_WZ_N_d1a8aea1ff58cc94f855c478c16e111cbf1f74846ec68d31f541296128842ce528eb0502950a8e0d296a3428210bcd73ab078acf513988ac0f7d445b093daab2_70.jpg,"[[(136.14, 332.76), (133.33, 355.68), (148.2, 356.08), (149.01, 332.76)]]"
1834,132_WZ_N_95119ac4da2cfe52ae6b15be9a0824d4ff61d12512a37529da1abba150872efe1327cfd3cc41b5187989e6dcca9d8dcd2d52e06564fb2681695ac5f5efda0f5e_2.jpg,../data/Delivery_1_Workzone/Night/Images/132_WZ_N_95119ac4da2cfe52ae6b15be9a0824d4ff61d12512a37529da1abba150872efe1327cfd3cc41b5187989e6dcca9d8dcd2d52e06564fb2681695ac5f5efda0f5e_2.jpg,"[[(238.67, 334.17), (224.26, 315.41), (238.34, 301.0), (258.44, 319.09)]]"
1837,135_WZ_N_00e91b6b96c2d2ae8864d04f8ccecdcbce4428e67f11e3970a7cf07bab41985cce0855978b401e64fa6670a84540961ce8d1200972b670cca192e123b058b3c7_8.jpg,../data/Delivery_1_Workzone/Night/Images/135_WZ_N_00e91b6b96c2d2ae8864d04f8ccecdcbce4428e67f11e3970a7cf07bab41985cce0855978b401e64fa6670a84540961ce8d1200972b670cca192e123b058b3c7_8.jpg,"[[(456.03, 219.24), (434.25, 198.3), (451.56, 178.19), (453.23, 172.05), (457.98, 172.05), (459.1, 177.35), (478.08, 196.62), (460.49, 217.56)]]"
1839,137_WZ_N_997c76cbbb03658460d6d805dfdae76aabfd51ae09f724b16f27e702cafe70e7b395d931968065af3df33592d1f2cfbc9a0af23233e2ba5a3d1bffac220b4f9e_17.jpg,../data/Delivery_1_Workzone/Night/Images/137_WZ_N_997c76cbbb03658460d6d805dfdae76aabfd51ae09f724b16f27e702cafe70e7b395d931968065af3df33592d1f2cfbc9a0af23233e2ba5a3d1bffac220b4f9e_17.jpg,"[[(470.43, 197.23), (457.93, 196.54), (439.17, 168.05), (465.57, 147.2), (492.67, 175.69)], [(174.0, 186.0), (193.2, 206.26), (200.0, 206.0), (219.0, 184.0), (195.98, 156.24)]]"
1842,13_WZ_N_f90c66e6e852297172a46e473678a752dc9fdca88b6e0de603e19b24f3b78c1138a40e68cd5a94ea9e682b64132e5162be48093de6b304a99e89d1a1345d6114_8.jpg,../data/Delivery_1_Workzone/Night/Images/13_WZ_N_f90c66e6e852297172a46e473678a752dc9fdca88b6e0de603e19b24f3b78c1138a40e68cd5a94ea9e682b64132e5162be48093de6b304a99e89d1a1345d6114_8.jpg,"[[(367.56, 273.32), (371.28, 279.37), (375.7, 279.6), (381.98, 276.81), (376.4, 266.8)]]"
1843,140_WZ_N_2d56b41b18af8112859f53ea2eab6556bd73b32ae7e05099d86e67fc4fe0a8a17f68d93c43d9f43e2059e542c7b62d23541d68547f08d0d7f3822e5f3069f4db_2.jpg,../data/Delivery_1_Workzone/Night/Images/140_WZ_N_2d56b41b18af8112859f53ea2eab6556bd73b32ae7e05099d86e67fc4fe0a8a17f68d93c43d9f43e2059e542c7b62d23541d68547f08d0d7f3822e5f3069f4db_2.jpg,"[[(508.0, 162.0), (548.0, 194.0), (580.0, 157.0), (537.0, 121.0)]]"
1845,142_WZ_N_9444b38f1da56bfb697e15c65b11defc0423870b062f8022154ace3314d9ca1a159b70af7ced6086f97a766411265e32b1596f49062752cb77775b009ae99787_2.jpg,../data/Delivery_1_Workzone/Night/Images/142_WZ_N_9444b38f1da56bfb697e15c65b11defc0423870b062f8022154ace3314d9ca1a159b70af7ced6086f97a766411265e32b1596f49062752cb77775b009ae99787_2.jpg,"[[(265.0, 261.0), (254.47, 250.75), (264.24, 239.58), (275.41, 249.58)]]"
1853,14_WZ_N_23184ff76cbe77d5c9162986e6ce036ed287dfcbf134693928e50d2f78250fa51dea59069d56717268616536a2c64d74e46da679744a4fd1901f285d8597503f_10.jpg,../data/Delivery_1_Workzone/Night/Images/14_WZ_N_23184ff76cbe77d5c9162986e6ce036ed287dfcbf134693928e50d2f78250fa51dea59069d56717268616536a2c64d74e46da679744a4fd1901f285d8597503f_10.jpg,"[[(637.0, 315.0), (634.93, 358.0), (675.89, 358.69), (675.89, 314.99)], [(149.49, 299.97), (148.13, 353.23), (197.97, 354.59), (200.7, 302.02)]]"
1860,157_WZ_N_8fe14f73ec8816abc49f278de142592c7366e42b3578e1b63fa45527760c07d7d53666654eb96f01237ed77ae8f10904f3a1868dc5da5279f43fa2bda8273240_34.jpg,../data/Delivery_1_Workzone/Night/Images/157_WZ_N_8fe14f73ec8816abc49f278de142592c7366e42b3578e1b63fa45527760c07d7d53666654eb96f01237ed77ae8f10904f3a1868dc5da5279f43fa2bda8273240_34.jpg,"[[(633.0, 220.0), (643.17, 229.42), (653.04, 219.84), (644.48, 207.03)], [(765.27, 287.97), (797.13, 325.52), (837.52, 298.21), (804.52, 254.97)]]"
1867,164_WZ_N_1d7087214278eb6d2d1ebfc9175657631a3f0f38edd8ecc7217c11d454a3a1a6ee4c6c5e3db4911197afed827de7eeed38ab95d74e97590eb07b01770bdf49be_15.jpg,../data/Delivery_1_Workzone/Night/Images/164_WZ_N_1d7087214278eb6d2d1ebfc9175657631a3f0f38edd8ecc7217c11d454a3a1a6ee4c6c5e3db4911197afed827de7eeed38ab95d74e97590eb07b01770bdf49be_15.jpg,"[[(121.17, 208.07), (131.23, 217.0), (140.72, 206.67), (130.95, 192.99)], [(442.06, 217.56), (431.17, 205.0), (444.3, 192.43), (457.7, 205.56), (446.81, 218.12)]]"
1869,168_WZ_N_5a8a2783c55d1df5a8b506219d43fbb3fd1b72c7286c1417998a18153c666cdc00fc521bb77ca87939cb9bafddbd4570b44dd1795ea0cfafa153bc0f4507dbfb_11.jpg,../data/Delivery_1_Workzone/Night/Images/168_WZ_N_5a8a2783c55d1df5a8b506219d43fbb3fd1b72c7286c1417998a18153c666cdc00fc521bb77ca87939cb9bafddbd4570b44dd1795ea0cfafa153bc0f4507dbfb_11.jpg,"[[(223.0, 238.0), (208.63, 227.06), (220.08, 210.02), (234.32, 220.91)], [(447.0, 215.0), (455.5, 226.0), (463.59, 226.83), (472.0, 217.0), (462.2, 201.98)]]"
1873,172_WZ_N_a72e94eaefac454f611e7109674dff0935d3c517508d85e967ff21d488e49f40ae5487a3d4136d362b48e91cc53ca111144f5d243a462bef6b8f844d8c69b4d2_3.jpg,../data/Delivery_1_Workzone/Night/Images/172_WZ_N_a72e94eaefac454f611e7109674dff0935d3c517508d85e967ff21d488e49f40ae5487a3d4136d362b48e91cc53ca111144f5d243a462bef6b8f844d8c69b4d2_3.jpg,"[[(471.35, 212.0), (471.01, 207.24), (488.01, 189.9), (492.43, 190.24), (511.12, 208.6), (510.1, 211.66), (494.47, 232.73), (490.39, 233.41)]]"
1877,177_WZ_N_c0ee489a6ba7b871ea7012942206ec5047bf30884bfa60308c362a3f49d5a385b67b374698d09662e1d92d5988d1729fd28edc13086dd87af256033da46c3420_44.jpg,../data/Delivery_1_Workzone/Night/Images/177_WZ_N_c0ee489a6ba7b871ea7012942206ec5047bf30884bfa60308c362a3f49d5a385b67b374698d09662e1d92d5988d1729fd28edc13086dd87af256033da46c3420_44.jpg,"[[(490.0, 121.0), (500.0, 122.0), (500.0, 114.0), (490.21, 114.09)]]"
1882,182_WZ_N_9f55feb577d0a2b7e383228678d60faa6620a9f61f5b787aaa16b78c076c4137f651d39725c2358c49f4375d01a3d0e423e5dd9de1bc959f0574da8103baf33d_5.jpg,../data/Delivery_1_Workzone/Night/Images/182_WZ_N_9f55feb577d0a2b7e383228678d60faa6620a9f61f5b787aaa16b78c076c4137f651d39725c2358c49f4375d01a3d0e423e5dd9de1bc959f0574da8103baf33d_5.jpg,"[[(243.2, 206.8), (241.96, 187.37), (281.66, 149.32), (294.07, 148.9), (333.36, 194.81), (330.46, 200.6), (294.0, 245.0), (276.7, 247.75)]]"
1883,183_WZ_N_8828a61e323aef9158d7197a385354a99664ae8bc6a83630e859288b3b25425749a490b8d7cfcc5b2d50bb3c8ba34bf7f77ac682e093c7104846da893b2380f0_4.jpg,../data/Delivery_1_Workzone/Night/Images/183_WZ_N_8828a61e323aef9158d7197a385354a99664ae8bc6a83630e859288b3b25425749a490b8d7cfcc5b2d50bb3c8ba34bf7f77ac682e093c7104846da893b2380f0_4.jpg,"[[(475.11, 178.24), (465.44, 168.9), (456.42, 161.2), (455.77, 158.41), (475.11, 143.82), (481.18, 143.82), (496.59, 158.74), (495.93, 163.98), (478.72, 179.23)]]"
1885,185_WZ_N_9cc44a0dd56ac6b1301324992c7efd98d6273bd9f350d9ecdc453fca48f024f798d847b8bdd54f70ecc5b7c0f0801a8aa6dddb0d38317c032f4005dcf0a5a216_6.jpg,../data/Delivery_1_Workzone/Night/Images/185_WZ_N_9cc44a0dd56ac6b1301324992c7efd98d6273bd9f350d9ecdc453fca48f024f798d847b8bdd54f70ecc5b7c0f0801a8aa6dddb0d38317c032f4005dcf0a5a216_6.jpg,"[[(655.96, 264.89), (655.8, 261.56), (667.27, 250.26), (668.6, 250.59), (679.9, 261.06), (680.06, 263.06), (669.59, 275.52), (666.77, 276.19)]]"
1887,187_WZ_N_07e4a79f69d190f037ffc433235a7f7cf07f6deeb6ed419a57a54a0f62b08467e1fadb20fb2f81ff7c5776872eab35464662162bbcc9ebebaada5856a20dd62b_10.jpg,../data/Delivery_1_Workzone/Night/Images/187_WZ_N_07e4a79f69d190f037ffc433235a7f7cf07f6deeb6ed419a57a54a0f62b08467e1fadb20fb2f81ff7c5776872eab35464662162bbcc9ebebaada5856a20dd62b_10.jpg,"[[(179.01, 99.17), (232.4, 75.12), (247.31, 78.49), (258.37, 132.36), (206.43, 156.41), (185.75, 153.52)]]"
1896,199_WZ_N_97ef60197d6bd88356b069466039ef2226a5b1b20f420f89d207e312d4c1ca726337bae20c9a5112dfaf146f4eb87b6745b57234dbb73c276e70b035d6550d95_15.jpg,../data/Delivery_1_Workzone/Night/Images/199_WZ_N_97ef60197d6bd88356b069466039ef2226a5b1b20f420f89d207e312d4c1ca726337bae20c9a5112dfaf146f4eb87b6745b57234dbb73c276e70b035d6550d95_15.jpg,"[[(364.82, 192.21), (376.7, 191.97), (376.58, 198.57), (365.06, 198.21)], [(482.36, 222.2), (481.88, 220.52), (488.96, 212.96), (489.56, 212.96), (497.48, 220.16), (496.88, 221.24), (490.4, 228.08), (488.84, 228.32)]]"
1899,200_WZ_N_97ef60197d6bd88356b069466039ef2226a5b1b20f420f89d207e312d4c1ca726337bae20c9a5112dfaf146f4eb87b6745b57234dbb73c276e70b035d6550d95_60.jpg,../data/Delivery_1_Workzone/Night/Images/200_WZ_N_97ef60197d6bd88356b069466039ef2226a5b1b20f420f89d207e312d4c1ca726337bae20c9a5112dfaf146f4eb87b6745b57234dbb73c276e70b035d6550d95_60.jpg,"[[(495.34, 204.65), (508.29, 204.16), (509.27, 216.13), (496.16, 215.31)], [(400.24, 200.29), (412.81, 200.29), (413.22, 209.45), (400.65, 208.76)], [(387.32, 217.93), (386.91, 216.29), (393.33, 210.96), (394.42, 210.96), (399.75, 216.02), (399.75, 216.84), (394.69, 222.16), (392.78, 222.3)]]"
1901,202_WZ_N_951b24b780d5de85b576d42750377cc6b97f426fbd007b486c434ef93d07637ca4ca3078957131af60cd9cedef4c8cf497e5534354bbd0b99a1188daa7270084_16.jpg,../data/Delivery_1_Workzone/Night/Images/202_WZ_N_951b24b780d5de85b576d42750377cc6b97f426fbd007b486c434ef93d07637ca4ca3078957131af60cd9cedef4c8cf497e5534354bbd0b99a1188daa7270084_16.jpg,"[[(313.89, 155.69), (315.37, 154.21), (321.27, 147.49), (323.89, 147.16), (329.79, 154.87), (329.96, 156.34), (322.74, 163.72), (321.27, 163.88)], [(448.14, 164.87), (447.82, 162.57), (454.05, 156.18), (455.85, 155.85), (461.26, 162.24), (461.42, 163.39), (455.52, 170.77), (453.55, 171.1)]]"
1907,208_WZ_N_e083590b0df123ec61fc6941291ba3110245a21550f5738f8ec0ac9e9fc29edefd04b648f6861f3d108a54666cf985277a483211c8beee25189aa44819851014_5.jpg,../data/Delivery_1_Workzone/Night/Images/208_WZ_N_e083590b0df123ec61fc6941291ba3110245a21550f5738f8ec0ac9e9fc29edefd04b648f6861f3d108a54666cf985277a483211c8beee25189aa44819851014_5.jpg,"[[(388.14, 101.48), (387.75, 98.58), (403.22, 82.35), (405.54, 82.35), (421.19, 96.84), (420.81, 98.97), (405.92, 115.98), (403.02, 115.98)], [(677.71, 124.58), (678.29, 121.1), (692.98, 110.09), (695.3, 110.09), (710.96, 127.67), (709.99, 128.45), (695.88, 141.4), (690.86, 141.4)]]"
1912,213_WZ_N_4bd53149861bfce7ef07560fc7352ba8c087bf8239a07bd8461478dcf7e5c4def2884b56dfafc34314ffdbc5337eb8d7cccb60623210011e788157e50181d7a1_3.jpg,../data/Delivery_1_Workzone/Night/Images/213_WZ_N_4bd53149861bfce7ef07560fc7352ba8c087bf8239a07bd8461478dcf7e5c4def2884b56dfafc34314ffdbc5337eb8d7cccb60623210011e788157e50181d7a1_3.jpg,"[[(750.7, 213.64), (749.45, 210.11), (758.99, 202.02), (762.52, 201.82), (772.26, 212.81), (772.68, 215.71), (766.04, 224.0), (757.13, 224.21)]]"
1915,216_WZ_N_23360ea682b9b737cbbf8fd02cd03dc9d9a4eb316577f92e5b8698f1e26440d5c0b3c20737f5a4d7bf51a8e18148734758e02df50cbdd120be60af5d2cbe1c49_15.jpg,../data/Delivery_1_Workzone/Night/Images/216_WZ_N_23360ea682b9b737cbbf8fd02cd03dc9d9a4eb316577f92e5b8698f1e26440d5c0b3c20737f5a4d7bf51a8e18148734758e02df50cbdd120be60af5d2cbe1c49_15.jpg,"[[(400.87, 106.46), (400.54, 102.69), (410.05, 95.81), (413.16, 95.81), (422.67, 104.99), (423.33, 107.28), (415.13, 115.97), (409.72, 116.95)]]"
1919,21_WZ_N_e34ccff3b3cff375414c73eaa9ef4e06ba3092c60b8723f9dd669af662c3ab3b4a9242a6116e1554f900b9f9d9bb41cb13faf5f03997e16ba2a9634e0c867a39_4.jpg,../data/Delivery_1_Workzone/Night/Images/21_WZ_N_e34ccff3b3cff375414c73eaa9ef4e06ba3092c60b8723f9dd669af662c3ab3b4a9242a6116e1554f900b9f9d9bb41cb13faf5f03997e16ba2a9634e0c867a39_4.jpg,"[[(130.09, 184.44), (128.65, 181.07), (148.0, 145.0), (166.65, 141.63), (191.18, 165.2), (191.66, 169.53), (166.16, 206.09), (152.7, 209.93)], [(725.25, 197.09), (734.87, 197.09), (770.95, 163.9), (769.5, 158.61), (731.03, 113.88), (725.73, 113.4), (684.37, 147.55), (682.93, 152.36)]]"
1924,24_WZ_N_a3779ca27dc6b91185af870a702b39323dd17aeaeadda5830873b9edf90b774938b86760422a9223926f4c60b8964f5c08df1826f320f60c323a7eadc967947c_16.jpg,../data/Delivery_1_Workzone/Night/Images/24_WZ_N_a3779ca27dc6b91185af870a702b39323dd17aeaeadda5830873b9edf90b774938b86760422a9223926f4c60b8964f5c08df1826f320f60c323a7eadc967947c_16.jpg,"[[(567.91, 251.12), (567.64, 249.38), (572.74, 243.61), (574.22, 243.47), (580.66, 248.84), (580.66, 251.26), (575.16, 257.57), (573.41, 257.97)]]"
1926,26_WZ_N_bee2cb932afce87d8a3e8eee91b314a4aa2fa8329aacfaf721a74374690aed7e4fb9e3bec2524bcfa6c3b7fbff0f0880f7afad391de61313a770012dd3596e02_19.jpg,../data/Delivery_1_Workzone/Night/Images/26_WZ_N_bee2cb932afce87d8a3e8eee91b314a4aa2fa8329aacfaf721a74374690aed7e4fb9e3bec2524bcfa6c3b7fbff0f0880f7afad391de61313a770012dd3596e02_19.jpg,"[[(766.4, 240.56), (766.4, 239.0), (771.2, 232.88), (772.64, 233.0), (780.68, 239.12), (780.08, 240.8), (776.6, 247.28), (773.84, 248.0)]]"
