,name,path,barrier
1756,98_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/98_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_46.jpg,"[[(0.0, 325.52), (30.79, 304.21), (77.84, 278.08), (126.09, 254.35), (152.63, 243.1), (152.63, 232.64), (156.65, 231.03), (157.85, 239.88), (182.78, 227.82), (216.56, 214.15), (239.08, 203.69), (262.4, 196.05), (292.15, 184.79), (305.36, 178.31), (344.42, 163.08), (358.09, 157.45), (359.3, 160.67), (348.04, 165.49), (315.87, 184.79), (284.91, 202.08), (241.09, 227.41), (197.66, 253.95), (152.22, 285.32), (81.46, 337.59), (38.43, 374.18), (0.45, 406.45)], [(46.0, 398.0), (97.0, 347.0), (169.0, 285.0), (193.44, 267.15), (235.0, 235.0), (271.85, 210.23), (284.91, 202.08), (315.87, 184.79), (348.04, 165.49), (359.3, 160.67), (357.73, 165.25), (333.0, 185.0), (305.06, 213.9), (265.0, 262.0), (218.0, 322.0), (172.99, 380.97), (146.94, 384.45), (119.15, 388.5), (89.62, 391.98)]]"
1789,2213_b0a9746d888741ae1bb679bef039e5a694cff8fa5ae615ea367eb5a6fff775c58a08e8944487974c4fdd45a1721a054c970539eaca25b92e2b6b15498e772069_0.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2213_b0a9746d888741ae1bb679bef039e5a694cff8fa5ae615ea367eb5a6fff775c58a08e8944487974c4fdd45a1721a054c970539eaca25b92e2b6b15498e772069_0.jpg,"[[(0.0, 307.0), (0.65, 245.72), (90.4, 212.42), (192.21, 185.89), (311.39, 162.24), (324.9, 157.9), (326.0, 165.0), (307.53, 170.45), (259.0, 184.0), (206.0, 205.0), (122.0, 242.0), (44.0, 282.0), (22.85, 293.49)]]"
1798,2232_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_14.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2232_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_14.jpg,"[[(675.0, 410.0), (657.63, 412.82), (634.47, 456.83), (553.98, 427.87), (513.0, 376.0), (458.0, 314.0), (423.0, 273.0), (380.0, 221.0), (385.0, 207.0), (391.0, 211.0), (431.0, 238.0), (515.77, 294.7), (575.0, 335.0)], [(0.0, 265.0), (0.0, 298.0), (30.0, 286.0), (128.0, 253.0), (228.0, 225.0), (294.0, 204.0), (292.91, 196.79), (154.0, 225.0), (80.0, 242.0)]]"
1799,2233_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_26.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2233_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_26.jpg,"[[(0.0, 357.24), (0.0, 286.0), (104.67, 259.96), (167.78, 242.01), (226.84, 225.22), (263.9, 213.64), (290.53, 207.27), (307.32, 199.74), (319.48, 192.22), (327.01, 191.06), (328.0, 196.0), (316.0, 209.0), (283.59, 224.64), (203.0, 260.0), (151.57, 281.96), (43.87, 335.81)]]"
1800,2234_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_35.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2234_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_35.jpg,"[[(204.0, 231.0), (202.53, 212.92), (232.39, 204.26), (278.08, 192.32), (293.6, 188.44), (294.5, 191.13), (271.0, 203.0), (231.5, 223.67), (206.0, 237.0)]]"
1801,2236_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_56.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2236_898e9825ee64574f16162965cbab707850e02e9e60339fff1d9b71246e05ff14d6d401ac655411b08b3a4bf994e17dfeac6528307fd07d5e17b848a935c8fc8a_56.jpg,"[[(0.0, 358.0), (0.0, 305.0), (61.16, 277.66), (152.35, 245.33), (264.78, 209.63), (279.0, 207.0), (280.0, 218.0), (243.06, 233.27), (175.0, 263.0), (74.19, 313.37)]]"
1804,101_WZ_N_1474c29f1488d9e4facb96545edf0410e6bc4175adf04ce06345e928c1355150fe422ad4d397c89cc9ab595f3ec67c40eb4fda43434a739b8b1d735a5a35c83e_4.jpg,../data/Delivery_1_Workzone/Night/Images/101_WZ_N_1474c29f1488d9e4facb96545edf0410e6bc4175adf04ce06345e928c1355150fe422ad4d397c89cc9ab595f3ec67c40eb4fda43434a739b8b1d735a5a35c83e_4.jpg,"[[(1014.0, 421.02), (1014.0, 540.0), (819.48, 412.15), (708.0, 347.0), (567.54, 269.45), (541.6, 253.07), (542.28, 242.82), (598.26, 262.62), (745.74, 319.98), (875.0, 369.0)]]"
1808,106_WZ_N_d768b4ec2395a17d09b25396a661704cb71cabf7a0a70702d9ce4114ac8dd960e49215677ca1d12f981e44db56e010b550378b43b3f5101728e26b4498604781_2.jpg,../data/Delivery_1_Workzone/Night/Images/106_WZ_N_d768b4ec2395a17d09b25396a661704cb71cabf7a0a70702d9ce4114ac8dd960e49215677ca1d12f981e44db56e010b550378b43b3f5101728e26b4498604781_2.jpg,"[[(0.0, 305.0), (0.0, 237.0), (87.73, 218.49), (189.17, 204.6), (270.46, 195.56), (296.17, 192.09), (314.93, 189.31), (315.0, 194.0), (266.3, 204.6), (255.18, 208.77), (154.0, 245.0), (41.0, 288.0)]]"
1810,109_WZ_N_3d4c140ba5361a277d1565772cd7b3364f4dac4cc8df955c4c694ff8fd5cf94b8bc554b51f3c4240ffe6f153cb96ec576e95034390f810faec23516070260546_16.jpg,../data/Delivery_1_Workzone/Night/Images/109_WZ_N_3d4c140ba5361a277d1565772cd7b3364f4dac4cc8df955c4c694ff8fd5cf94b8bc554b51f3c4240ffe6f153cb96ec576e95034390f810faec23516070260546_16.jpg,"[[(1013.86, 239.21), (1013.85, 293.83), (981.77, 272.66), (916.0, 234.0), (794.01, 170.25), (694.0, 129.0), (613.76, 101.29), (601.47, 96.51), (602.84, 86.95), (616.49, 93.1), (617.18, 86.27), (619.23, 86.27), (621.27, 91.05), (668.38, 104.02), (670.43, 99.24), (677.26, 99.24), (677.26, 104.02), (732.56, 122.46), (865.02, 171.61), (865.02, 159.32), (876.62, 162.06), (877.3, 176.39)]]"
1812,110_WZ_N_c384d0277fb061f0e8a88e05d53f5c6a2bced724f009951a9725c2b889733372043d3b3af653767cff41065277c0cd86e645ba8c7562df4a54aeaa840d02d2e5_3.jpg,../data/Delivery_1_Workzone/Night/Images/110_WZ_N_c384d0277fb061f0e8a88e05d53f5c6a2bced724f009951a9725c2b889733372043d3b3af653767cff41065277c0cd86e645ba8c7562df4a54aeaa840d02d2e5_3.jpg,"[[(0.17, 238.73), (0.0, 287.9), (99.0, 272.0), (215.94, 247.76), (354.0, 217.0), (374.52, 210.63), (370.5, 205.61), (258.6, 216.65), (133.65, 227.69)]]"
1815,113_WZ_N_f50cde0e66f9b4a487700dc591f5898d9c78ada5af6d465d176924d1651013371b6601b564da678e74e6e1682c812b4141ff8e79644b7828f13d9861cf55dbfd_54.jpg,../data/Delivery_1_Workzone/Night/Images/113_WZ_N_f50cde0e66f9b4a487700dc591f5898d9c78ada5af6d465d176924d1651013371b6601b564da678e74e6e1682c812b4141ff8e79644b7828f13d9861cf55dbfd_54.jpg,"[[(0.3, 249.56), (0.87, 326.37), (71.0, 283.0), (124.0, 257.0), (210.0, 220.0), (273.4, 192.1), (369.55, 161.94), (423.04, 144.87), (423.04, 144.87), (420.19, 127.24), (315.5, 151.13), (157.9, 190.96), (55.0, 229.0)], [(969.24, 215.99), (858.29, 183.56), (741.08, 155.11), (632.41, 135.77), (556.17, 125.53), (550.48, 140.89), (644.0, 157.0), (774.0, 188.0), (886.0, 222.0)]]"
1818,116_WZ_N_f064c431fd885398aa14c7c67865277fad3b3ae5a464a90d5e7b524e2aa30d516f1834cc14f62420812864bc67fb9b27df566ee7ca6dd4efca86f2ac2556c147_14.jpg,../data/Delivery_1_Workzone/Night/Images/116_WZ_N_f064c431fd885398aa14c7c67865277fad3b3ae5a464a90d5e7b524e2aa30d516f1834cc14f62420812864bc67fb9b27df566ee7ca6dd4efca86f2ac2556c147_14.jpg,"[[(0.8, 280.23), (0.0, 323.07), (98.0, 301.0), (195.0, 276.0), (265.0, 259.0), (329.67, 244.91), (330.83, 229.27), (230.66, 243.75), (67.0, 268.0)]]"
1822,120_WZ_N_dc5fde139b8fc73538283260f5d2e06bccc50c5ec113e2054f6d6febf8ec408dcafdaee4cc6a7077e5a0c3f5170aa2d60215fc18511ecc1108fb4b03517208e1_14.jpg,../data/Delivery_1_Workzone/Night/Images/120_WZ_N_dc5fde139b8fc73538283260f5d2e06bccc50c5ec113e2054f6d6febf8ec408dcafdaee4cc6a7077e5a0c3f5170aa2d60215fc18511ecc1108fb4b03517208e1_14.jpg,"[[(0.0, 447.85), (0.0, 353.0), (210.34, 262.57), (306.46, 227.83), (361.46, 207.56), (365.0, 221.0), (243.0, 291.0), (73.69, 394.58)]]"
1823,121_WZ_N_a536f2ec04dfba60876ab75254bee7621ff26ae5a65855a20295a2a6510e49e91f9bf12c510ed3a4dab9c374b79ff134996c4978ccd5a90844f17c1117739965_1.jpg,../data/Delivery_1_Workzone/Night/Images/121_WZ_N_a536f2ec04dfba60876ab75254bee7621ff26ae5a65855a20295a2a6510e49e91f9bf12c510ed3a4dab9c374b79ff134996c4978ccd5a90844f17c1117739965_1.jpg,"[[(719.81, 355.73), (720.0, 399.0), (610.96, 394.52), (498.05, 381.21), (400.0, 363.0), (372.0, 353.0), (400.2, 352.83), (447.68, 356.31), (521.79, 364.41), (587.8, 367.31), (686.81, 363.84)]]"
1827,125_WZ_N_d61ab211d83ff468657b5c31078f4ca658da206c9bd1a6b44ea440d3f7f2e4a7afd9d164bc9787e893c95a43d7afdd27925feadcf86c7fdcc91f30ae746bb425_2.jpg,../data/Delivery_1_Workzone/Night/Images/125_WZ_N_d61ab211d83ff468657b5c31078f4ca658da206c9bd1a6b44ea440d3f7f2e4a7afd9d164bc9787e893c95a43d7afdd27925feadcf86c7fdcc91f30ae746bb425_2.jpg,"[[(720.0, 367.0), (720.0, 423.0), (662.56, 421.45), (580.53, 395.39), (498.5, 366.44), (398.0, 330.0), (362.0, 317.0), (368.71, 310.47), (414.98, 322.05), (507.14, 343.28), (585.36, 357.27), (693.44, 370.3)], [(0.0, 299.0), (0.0, 337.0), (87.89, 335.56), (183.38, 329.77), (283.0, 318.0), (316.12, 313.85), (318.96, 307.58), (259.13, 309.99), (198.34, 309.51), (34.33, 298.89)]]"
1828,126_WZ_N_f88802119926c3ea301611adeb10061797a6fbad35ca5a5670bbc6b35092e1c42fe2ea98dab729a0c954b069ea99f7e5db771ffc2597cb35883cb34a3b459932_18.jpg,../data/Delivery_1_Workzone/Night/Images/126_WZ_N_f88802119926c3ea301611adeb10061797a6fbad35ca5a5670bbc6b35092e1c42fe2ea98dab729a0c954b069ea99f7e5db771ffc2597cb35883cb34a3b459932_18.jpg,"[[(720.0, 324.0), (720.0, 352.02), (681.37, 351.45), (559.19, 343.92), (480.45, 332.92), (428.34, 323.07), (378.54, 310.91), (380.28, 305.7), (410.39, 312.07), (476.97, 319.6), (557.0, 327.0), (649.0, 328.0)], [(23.0, 480.0), (82.0, 480.0), (135.36, 480.0), (288.8, 357.81), (337.43, 313.23), (334.0, 308.0), (256.0, 361.0), (139.0, 426.0), (57.19, 464.93)]]"
1829,127_WZ_N_265172c369811d6baae6245056d81b4946df4d0704e113399c95af44b8748f37f46bcb5665bca7762d1fb6d16c59389bae487952b3ff5ea911b1eba49b340d1c_29.jpg,../data/Delivery_1_Workzone/Night/Images/127_WZ_N_265172c369811d6baae6245056d81b4946df4d0704e113399c95af44b8748f37f46bcb5665bca7762d1fb6d16c59389bae487952b3ff5ea911b1eba49b340d1c_29.jpg,"[[(257.0, 369.0), (245.11, 369.75), (229.0, 370.0), (217.0, 369.0), (222.99, 336.38), (225.0, 337.0), (229.02, 333.97), (254.35, 326.73), (303.0, 317.0), (348.44, 308.64), (351.0, 315.0), (336.0, 320.0), (308.0, 334.0), (269.0, 361.0)]]"
1830,129_WZ_N_12fbff4407789ce89759fb48693366d004ee628d74b8c87a6b46696b2cbc384fafb01254fe58b013a24aaa1938b168a5da6c8a98589545569937e18c651a9269_49.jpg,../data/Delivery_1_Workzone/Night/Images/129_WZ_N_12fbff4407789ce89759fb48693366d004ee628d74b8c87a6b46696b2cbc384fafb01254fe58b013a24aaa1938b168a5da6c8a98589545569937e18c651a9269_49.jpg,"[[(719.0, 458.56), (718.42, 480.0), (546.46, 480.0), (475.0, 430.0), (389.0, 358.0), (341.0, 321.0), (345.0, 316.0), (375.0, 330.0), (440.0, 363.0), (527.93, 396.61), (638.52, 434.82)]]"
1831,12_WZ_N_d2935f95f5bb15be70875d02555e7fee0a81f5afbfcf6751e577f7ca37f5713b7ee1766182e17929a63c0e2e7b52c6e4473f3f65efba7be4f360ae298971795f_48.jpg,../data/Delivery_1_Workzone/Night/Images/12_WZ_N_d2935f95f5bb15be70875d02555e7fee0a81f5afbfcf6751e577f7ca37f5713b7ee1766182e17929a63c0e2e7b52c6e4473f3f65efba7be4f360ae298971795f_48.jpg,"[[(0.0, 284.0), (0.0, 227.53), (51.67, 212.93), (110.73, 195.56), (179.51, 178.19), (242.05, 164.3), (287.9, 155.26), (328.0, 147.0), (327.51, 155.26), (268.0, 174.0), (176.0, 206.0), (44.03, 262.27)]]"
1832,130_WZ_N_721360ba5ee1c3c281d770e8842a7d14dc9cc68a7cc00898bfcfad9830a699b2465a3758d9b30e7e77a34a5452a451fd053720c8895b8ac8ff0f3e551276ef72_38.jpg,../data/Delivery_1_Workzone/Night/Images/130_WZ_N_721360ba5ee1c3c281d770e8842a7d14dc9cc68a7cc00898bfcfad9830a699b2465a3758d9b30e7e77a34a5452a451fd053720c8895b8ac8ff0f3e551276ef72_38.jpg,"[[(0.0, 360.0), (0.0, 415.0), (118.57, 388.5), (211.21, 364.18), (252.0, 354.0), (300.96, 333.5), (333.0, 322.0), (330.48, 313.23), (248.84, 330.02), (76.88, 354.34)], [(720.0, 333.0), (719.66, 362.18), (544.57, 351.76), (473.0, 339.0), (395.88, 323.27), (397.96, 317.02), (455.63, 325.35), (536.93, 331.61), (583.48, 334.39), (663.38, 334.39)]]"
1833,131_WZ_N_d1a8aea1ff58cc94f855c478c16e111cbf1f74846ec68d31f541296128842ce528eb0502950a8e0d296a3428210bcd73ab078acf513988ac0f7d445b093daab2_70.jpg,../data/Delivery_1_Workzone/Night/Images/131_WZ_N_d1a8aea1ff58cc94f855c478c16e111cbf1f74846ec68d31f541296128842ce528eb0502950a8e0d296a3428210bcd73ab078acf513988ac0f7d445b093daab2_70.jpg,"[[(0.0, 360.13), (0.0, 419.0), (112.0, 394.0), (221.0, 362.0), (282.0, 340.0), (328.0, 322.0), (326.0, 314.0), (188.63, 340.44), (57.77, 355.5)]]"
1834,132_WZ_N_95119ac4da2cfe52ae6b15be9a0824d4ff61d12512a37529da1abba150872efe1327cfd3cc41b5187989e6dcca9d8dcd2d52e06564fb2681695ac5f5efda0f5e_2.jpg,../data/Delivery_1_Workzone/Night/Images/132_WZ_N_95119ac4da2cfe52ae6b15be9a0824d4ff61d12512a37529da1abba150872efe1327cfd3cc41b5187989e6dcca9d8dcd2d52e06564fb2681695ac5f5efda0f5e_2.jpg,"[[(24.0, 480.0), (62.0, 480.0), (145.07, 480.0), (250.25, 393.7), (311.05, 341.11), (336.14, 313.61), (338.07, 304.44), (297.06, 336.77), (215.51, 385.98), (107.91, 442.44)], [(720.0, 323.0), (720.0, 351.24), (668.59, 351.24), (557.61, 342.56), (476.07, 331.46), (405.14, 318.43), (381.0, 314.0), (382.46, 305.89), (413.34, 313.12), (487.65, 320.36), (576.43, 327.12), (662.0, 327.0)]]"
1845,142_WZ_N_9444b38f1da56bfb697e15c65b11defc0423870b062f8022154ace3314d9ca1a159b70af7ced6086f97a766411265e32b1596f49062752cb77775b009ae99787_2.jpg,../data/Delivery_1_Workzone/Night/Images/142_WZ_N_9444b38f1da56bfb697e15c65b11defc0423870b062f8022154ace3314d9ca1a159b70af7ced6086f97a766411265e32b1596f49062752cb77775b009ae99787_2.jpg,"[[(0.0, 292.96), (1.0, 319.0), (54.0, 309.0), (120.82, 295.77), (176.71, 284.51), (250.7, 271.24), (288.09, 262.4), (311.0, 259.0), (307.79, 253.55), (237.0, 264.0), (106.34, 280.49)]]"
1846,143_WZ_N_02dd7c792a884a2f156b881b7b91e775baa7ff936fa0415dfaaabe7b2086b3feb3006bba2bd03ebdb6040865b401e49265a590f312ab1da896e200eafe1a0f20_2.jpg,../data/Delivery_1_Workzone/Night/Images/143_WZ_N_02dd7c792a884a2f156b881b7b91e775baa7ff936fa0415dfaaabe7b2086b3feb3006bba2bd03ebdb6040865b401e49265a590f312ab1da896e200eafe1a0f20_2.jpg,"[[(0.0, 324.0), (0.0, 299.03), (52.55, 291.39), (103.21, 285.36), (132.96, 280.93), (184.03, 272.89), (242.33, 264.81), (294.2, 257.21), (318.73, 253.19), (318.73, 258.38), (243.14, 275.26), (157.89, 292.15), (66.22, 309.44)]]"
1852,149_WZ_N_c628b8386a37b4c447a1b9eb5670ec878540ec1dea0a38f9218c699ec06b0cfa2f13a578be400fd55e54e9f1cd14ab87eaf8e380cc008e56ce5525338619418f_20.jpg,../data/Delivery_1_Workzone/Night/Images/149_WZ_N_c628b8386a37b4c447a1b9eb5670ec878540ec1dea0a38f9218c699ec06b0cfa2f13a578be400fd55e54e9f1cd14ab87eaf8e380cc008e56ce5525338619418f_20.jpg,"[[(0.0, 294.0), (0.0, 364.89), (39.44, 341.96), (103.36, 308.61), (158.95, 284.29), (283.39, 228.71), (310.0, 217.0), (303.47, 201.61), (239.0, 221.0), (129.83, 251.64)]]"
1854,150_WZ_N_e65b94a6b1e1110d1860575e21cf634a11664d1e90c945a294440ff3ac02757492c90e46aa02dce6ffc9b8f2c71fa2e1e452c1ad5bb32b712f2440fcfe588478_32.jpg,../data/Delivery_1_Workzone/Night/Images/150_WZ_N_e65b94a6b1e1110d1860575e21cf634a11664d1e90c945a294440ff3ac02757492c90e46aa02dce6ffc9b8f2c71fa2e1e452c1ad5bb32b712f2440fcfe588478_32.jpg,"[[(719.58, 388.5), (720.0, 429.0), (716.11, 434.24), (681.94, 434.82), (659.36, 426.14), (633.89, 404.71), (558.0, 338.0), (482.19, 277.33), (431.0, 238.0), (404.6, 217.69), (414.44, 215.96), (418.49, 213.06), (462.0, 237.0), (526.0, 268.0), (631.0, 328.0), (720.0, 377.0)], [(0.0, 294.12), (0.0, 361.87), (103.51, 311.49), (203.1, 268.07), (308.0, 223.0), (329.91, 213.06), (331.06, 199.17), (214.1, 232.17), (67.03, 274.44)]]"
1855,151_WZ_N_e66360e26bb88094ccf357048e4a5020d217a33cf9822642666b7e47841b0b49bc1ac69649c948429d591f8f86cd1eb6c17d4f730e82599ef92b53a129719873_1.jpg,../data/Delivery_1_Workzone/Night/Images/151_WZ_N_e66360e26bb88094ccf357048e4a5020d217a33cf9822642666b7e47841b0b49bc1ac69649c948429d591f8f86cd1eb6c17d4f730e82599ef92b53a129719873_1.jpg,"[[(80.64, 418.03), (0.0, 428.0), (0.0, 401.0), (66.0, 351.0), (194.0, 265.0), (245.0, 235.0), (274.0, 219.0), (331.93, 185.85), (335.41, 189.32), (222.0, 300.0), (114.0, 408.0), (105.54, 416.29)]]"
1856,152_WZ_N_71f19fb7fa4317b60ed89c6c823ebe35cdc951ebba844c1f1fa5ed6a927387a7e68b3163ef04db8bb1130d62bcbc2737c9c3c48f0ff5cc0aaf5ec7412ea568cc_2.jpg,../data/Delivery_1_Workzone/Night/Images/152_WZ_N_71f19fb7fa4317b60ed89c6c823ebe35cdc951ebba844c1f1fa5ed6a927387a7e68b3163ef04db8bb1130d62bcbc2737c9c3c48f0ff5cc0aaf5ec7412ea568cc_2.jpg,"[[(0.0, 387.04), (0.22, 480.0), (27.24, 479.69), (45.0, 467.0), (93.0, 440.0), (129.05, 419.37), (203.0, 367.0), (287.0, 307.0), (352.45, 260.63), (351.48, 254.84), (317.71, 268.83), (99.61, 350.37)]]"
1858,154_WZ_N_9ea9b83b331180c71d42a5e46eb082141af1ab7212b14129d04dd701099a00644226c75cff5523ea2357e4c077f3493a96151907a986bbeb199bd68f01e47f12_23.jpg,../data/Delivery_1_Workzone/Night/Images/154_WZ_N_9ea9b83b331180c71d42a5e46eb082141af1ab7212b14129d04dd701099a00644226c75cff5523ea2357e4c077f3493a96151907a986bbeb199bd68f01e47f12_23.jpg,"[[(719.58, 328.86), (719.0, 367.0), (639.0, 351.0), (507.08, 317.28), (441.08, 301.07), (380.0, 284.0), (371.0, 282.0), (374.49, 277.91), (398.23, 281.38), (493.19, 296.44), (585.83, 313.81), (649.0, 322.0)], [(0.0, 379.0), (0.0, 444.0), (76.3, 409.93), (214.68, 343.92), (277.0, 313.0), (333.38, 283.7), (330.0, 280.0), (183.0, 326.0), (181.1, 322.49), (170.1, 323.65), (171.0, 331.0), (110.0, 349.0)]]"
1864,161_WZ_N_cc255697085b6479a4d8b828ce0b4cc8e1fbbd64533f5daf93eb919c28991f447dec39c84216cc6df59393bd2e12286cb5dc51da8fa6b735b87367b6bba5f6ca_2.jpg,../data/Delivery_1_Workzone/Night/Images/161_WZ_N_cc255697085b6479a4d8b828ce0b4cc8e1fbbd64533f5daf93eb919c28991f447dec39c84216cc6df59393bd2e12286cb5dc51da8fa6b735b87367b6bba5f6ca_2.jpg,"[[(248.22, 566.0), (197.0, 566.0), (96.65, 566.0), (135.56, 527.05), (192.0, 469.0), (227.05, 428.74), (321.27, 346.81), (315.81, 328.37), (328.1, 324.96), (330.83, 336.57), (384.09, 291.5), (383.4, 280.58), (390.23, 279.9), (390.91, 286.73), (409.35, 268.29), (416.86, 252.59), (425.73, 236.2), (423.69, 229.37), (409.35, 225.96), (406.62, 223.23), (418.22, 223.91), (429.83, 229.37), (435.97, 237.57), (438.71, 252.59), (427.78, 285.36), (358.82, 395.28)], [(1014.0, 375.48), (1013.58, 466.29), (915.95, 423.96), (770.0, 352.0), (638.0, 296.0), (544.53, 252.59), (493.33, 236.88), (477.62, 233.47), (475.57, 224.6), (485.82, 221.86), (498.79, 226.64), (617.59, 255.32), (619.63, 251.91), (623.73, 251.91), (623.73, 258.05), (666.06, 270.34), (667.43, 264.88), (677.67, 264.88), (677.67, 271.02), (823.09, 316.08)]]"
1870,169_WZ_N_c9a65038a0b789c9aa4a101e8ad0e79e3f63b6422317e31459dde0dc6e782e5eef64079ddbb92397bfa757a3b582ef1a16d2e02b3d9efe1feb812acd35a5a723_18.jpg,../data/Delivery_1_Workzone/Night/Images/169_WZ_N_c9a65038a0b789c9aa4a101e8ad0e79e3f63b6422317e31459dde0dc6e782e5eef64079ddbb92397bfa757a3b582ef1a16d2e02b3d9efe1feb812acd35a5a723_18.jpg,"[[(0.04, 283.3), (0.0, 312.0), (0.0, 333.0), (103.0, 291.0), (205.0, 253.0), (319.0, 218.0), (318.0, 200.0), (211.0, 222.0), (92.0, 254.0)], [(719.75, 262.45), (720.0, 322.0), (652.0, 289.0), (558.0, 250.0), (456.0, 215.0), (415.0, 202.0), (406.0, 199.0), (409.0, 193.0), (418.67, 194.13), (469.0, 203.0), (562.84, 224.24), (641.59, 243.92)]]"
1887,187_WZ_N_07e4a79f69d190f037ffc433235a7f7cf07f6deeb6ed419a57a54a0f62b08467e1fadb20fb2f81ff7c5776872eab35464662162bbcc9ebebaada5856a20dd62b_10.jpg,../data/Delivery_1_Workzone/Night/Images/187_WZ_N_07e4a79f69d190f037ffc433235a7f7cf07f6deeb6ed419a57a54a0f62b08467e1fadb20fb2f81ff7c5776872eab35464662162bbcc9ebebaada5856a20dd62b_10.jpg,"[[(0.63, 508.08), (150.23, 370.45), (140.66, 356.08), (195.71, 315.39), (205.28, 318.98), (283.08, 260.34), (280.68, 249.57), (298.64, 238.8), (307.01, 243.58), (344.12, 217.25), (342.92, 210.07), (351.3, 205.28), (354.89, 207.68), (365.66, 195.71), (387.2, 183.74), (411.14, 172.97), (415.93, 182.54), (382.41, 208.87), (323.77, 279.49), (235.2, 393.19), (158.61, 503.29), (0.76, 542.73)]]"
1889,189_WZ_N_2a08950775125c18d361473726b68e85f3feb1d50b26be6fdf685b7fe3014fbb74237da830cda0ab0c551febd77d0d771d84af388b7baca6e5194d51662083fc_6.jpg,../data/Delivery_1_Workzone/Night/Images/189_WZ_N_2a08950775125c18d361473726b68e85f3feb1d50b26be6fdf685b7fe3014fbb74237da830cda0ab0c551febd77d0d771d84af388b7baca6e5194d51662083fc_6.jpg,"[[(32.77, 319.07), (183.91, 246.52), (319.0, 198.0), (352.49, 190.99), (413.0, 167.0), (430.0, 163.0), (433.93, 177.43), (384.96, 199.97), (298.51, 242.9), (192.29, 304.3), (70.0, 382.0), (0.0, 438.0), (0.0, 334.35)], [(1022.0, 449.0), (819.08, 310.74), (671.7, 225.37), (565.4, 169.0), (526.0, 151.0), (527.0, 160.0), (617.74, 253.56), (732.11, 375.17), (846.47, 519.33), (953.0, 570.0), (1022.0, 570.0)]]"
1895,196_WZ_N_ad964f86539a5f4a262ef9700b972a0b7daf00f41055726a819039fe7bca40dc31547302d50608785f1379a007a992d091e4dccd68dba9564dff44ca9f3de0b8_3.jpg,../data/Delivery_1_Workzone/Night/Images/196_WZ_N_ad964f86539a5f4a262ef9700b972a0b7daf00f41055726a819039fe7bca40dc31547302d50608785f1379a007a992d091e4dccd68dba9564dff44ca9f3de0b8_3.jpg,"[[(540.0, 279.0), (614.92, 302.19), (752.0, 351.35), (752.0, 470.63), (635.16, 404.84), (523.83, 341.95)]]"
1914,215_WZ_N_1d68257c54c5ccda738a045df8f3792b864defe4ffeba86516711ccfbcca3eacd9f7166d49afd1752629fdcfe80770711c532d9e16dc92b590ce7a292716d057_25.jpg,../data/Delivery_1_Workzone/Night/Images/215_WZ_N_1d68257c54c5ccda738a045df8f3792b864defe4ffeba86516711ccfbcca3eacd9f7166d49afd1752629fdcfe80770711c532d9e16dc92b590ce7a292716d057_25.jpg,"[[(0.0, 230.0), (76.96, 226.74), (89.68, 216.46), (143.03, 215.97), (232.61, 217.92), (233.59, 259.04), (221.84, 263.45), (145.48, 260.02), (79.4, 255.12), (0.0, 255.12)]]"
